hashtag_H   cluster_C_leader(userID)   relative_frequency_H_C  frequency_H_in_C  frequency_H_overall   count_H_in_C   count_hashtags_in_C   count_H_entire_dataset    count_hashtags_entire_dataset
ScottyDoesntGiveARats	1108565574	892.75000	.03571	.00004	1	28	3	73477
auspol	1108565574	20.52490	.10714	.00522	3	28	384	73477
auspol	1108565574	20.52490	.10714	.00522	3	28	384	73477
Morrison	1108565574	223.18750	.03571	.00016	1	28	12	73477
VoteThemAllOut2022	1108565574	53.69924	.07142	.00133	2	28	98	73477
livingwithcovid	1108565574	595.16666	.03571	.00006	1	28	5	73477
living	1108565574	1785.50000	.03571	.00002	1	28	2	73477
LeMMMMMMRip	1108565574	420.11764	.07142	.00017	2	28	13	73477
Oz	1108565574	3571.00000	.03571	.00001	1	28	1	73477
taxpayer	1108565574	3571.00000	.03571	.00001	1	28	1	73477
warfare	1108565574		.03571		1	28		73477
schools	1108565574	123.13793	.03571	.00029	1	28	22	73477
LNPDisgrace	1108565574	223.18750	.07142	.00032	2	28	24	73477
insiders	1108565574	20.40571	.03571	.00175	1	28	129	73477
ScottyDoesNothing	1108565574	111.59375	.03571	.00032	1	28	24	73477
ScottyTheSOOOOOObag	1108565574	595.16666	.03571	.00006	1	28	5	73477
LNPCorruptionParty	1108565574	155.26086	.07142	.00046	2	28	34	73477
ScottyThePathologicalLiar	1108565574	132.25925	.03571	.00027	1	28	20	73477
ausvotes	1108565574	77.63043	.03571	.00046	1	28	34	73477
fatmo	1108565574	3571.00000	.03571	.00001	1	28	1	73477
VoteThemAllOut2022	1108565574	53.69924	.07142	.00133	2	28	98	73477
AlboForPM	1108565574	62.10434	.07142	.00115	2	28	85	73477
LNPCorruptionParty	1108565574	155.26086	.07142	.00046	2	28	34	73477
LNPDisgrace	1108565574	223.18750	.07142	.00032	2	28	24	73477
CrazyTown	1109045045649424386	584.78947	.33333	.00057	1	3	42	73477
ArrestTrumpNow	1109045045649424386	966.17391	.66666	.00069	2	3	51	73477
